TABLE S1. Data from Adenot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
No;SMILES-Adenot;SMILES;SMILES-B;Name;BBB-crossing;P-gp;note;E;S;A;B;V;MW;PSA;logP;logD(7.4);No of H donors;No of H Accetors;pKa (Acid);pKa (Base);Iv (Carboxy);(+)Form;(-)Form;(+/-)Form;0Form;No of Rotatable bonds;Distance-Ab;Training or test set;;;;;;
164;308;Fc1ccc(cc1)C(=O)CCCN2CCC(=CC2)n3c(=O)[nH]c4ccccc34 ;Fc1ccc(cc1)C(=O)CCCN2CCC(=CC2)n3c(=O)[nH]c4ccccc34 ;droperidol;1;;;2,44;2,41;0,25;1,67;2,82;379,43;52,65;3,39;2,61;1;5;999;8,1;0;0,834;0,000;0,000;0,166;6;0,18;test;;;;;;
165;CN(C(=O)CN(CCO)CCO)c1ccc(cc1C(=O)c1ccccc1Cl)Cl;CN(C(=O)CN(CCO)CCO)c1ccc(Cl)cc1C(=O)c2ccccc2Cl ;CN(C(=O)CN(CCO)CCO)c1ccc(Cl)cc1C(=O)c2ccccc2Cl ;dulozafone;1;;;2,43;2,91;0,53;2,25;3,04;425,30;81,08;2,31;1,69;2;6;999;7,9;0;0,760;0,000;0,000;0,240;9;0,23;test;;;;;;
166;Cn1cc(cn1)CCN1CCN(CC1)c1ccccc1Cl;Cn3cc(CCN1CCN(CC1)c2ccccc2Cl)cn3 ;Cn3cc(CCN1CCN(CC1)c2ccccc2Cl)cn3 ;enpiprazole;1;;;1,91;2,08;0,00;1,58;2,34;304,82;24,30;2,13;1,72;0;4;999;7,6;0;0,613;0,000;0,000;0,387;4;0,13;test;;;;;;
167;CN(C)CCCN1Cc2ccccc2C(=C)c2ccccc12;CN(C)CCCN2Cc1ccccc1C(=C)c3ccccc23 ;CN(C)CCCN2Cc1ccccc1C(=C)c3ccccc23 ;enprazepine;1;;;1,99;1,54;0,00;1,26;2,50;292,42;6,48;4,72;2,12;0;2;999;10;0;0,997;0,000;0,000;0,003;4;0,20;test;;;;;;
168;Clc1ccc(cc1)C(=O)NCCCN1CCOCC1;Clc1ccc(cc1)C(=O)NCCCN2CCOCC2 ;Clc1ccc(cc1)C(=O)NCCCN2CCOCC2 ;eprobemide;1;;;1,40;2,21;0,28;1,56;2,13;282,76;41,57;1,92;1,61;1;4;999;7,4;0;0,500;0,000;0,000;0,500;5;0,13;test;;;;;;
169;CN1CC[C@]2(C)C[C@H](C1)Cc1ccc(cc12)O;CN1CCC2(C)CC(C1)Cc3ccc(O)cc23 ;CN1CCC2(C)CC(C1)Cc3ccc(O)cc23 ;eptazocine;1;;;1,45;1,40;0,52;1,12;1,93;231,33;23,47;2,36;-0,12;1;2;10,3;10;0;0,996;0,000;0,001;0,003;0;0,18;test;;;;;;
170;314;CCc1ccccc1n3c(C)nc2ccccc2c3=O ;CCc1ccccc1n3c(C)nc2ccccc2c3=O ;etaqualone;1;;;2,02;1,61;0,00;1,32;2,09;264,32;32,67;3,48;3,48;0;3;999;2,3;0;0,000;0,000;0,000;1,000;2;0,21;test;;;;;;
171;CCC1(C(=O)N(COC)C(=O)N(COC)C1=O)c1ccccc1;CCC1(C(=O)N(COC)C(=O)N(COC)C1=O)c2ccccc2 ;CCC1(C(=O)N(COC)C(=O)N(COC)C1=O)c2ccccc2 ;eterobarb;1;;;1,58;2,41;0,00;2,01;2,38;320,34;76,15;0,89;0,89;0;7;999;-999;0;0,000;0,000;0,000;1,000;6;0,22;test;;;;;;
172;317;NC(=O)OC1(CCCCC1)C#C ;NC(=O)OC1(CCCCC1)C#C ;ethinamate;1;;;0,81;1,17;0,38;0,87;1,36;167,20;52,32;1,37;1,37;2;3;999;-999;0;0,000;0,000;0,000;1,000;3;0,13;test;;;;;;
173;318;CCC1(C)CC(=O)NC1=O ;CCC1(C)CC(=O)NC1=O ;ethosuximide;1;;;0,70;0,94;0,26;0,87;1,12;141,17;46,17;0,38;0,37;1;3;9,3;-999;0;0,000;0,012;0,000;0,988;1;0,14;test;;;;;;
174;CCN1C(=O)NC(C1=O)c1ccccc1;CCN1C(=O)NC(C1=O)c2ccccc2 ;CCN1C(=O)NC(C1=O)c2ccccc2 ;ethotoin;1;;;1,47;1,75;0,21;1,26;1,54;204,22;49,41;1,18;1,13;1;4;8,3;-999;0;0,000;0,112;0,000;0,888;2;0,16;test;;;;;;
175;CCCl;CCCl ;CCCl ;ethyl-chloride;1;;;0,13;0,33;0,01;0,09;0,51;64,51;0,00;1,46;1,46;0;0;999;-999;0;0,000;0,000;0,000;1,000;0;0,18;test;;;;;;
176;CCc1sc2c(c1)C(=NCc1nnc(n12)C)c1ccccc1Cl;CCc3cc2C(=NCc1nnc(C)n1c2s3)c4ccccc4Cl ;CCc3cc2C(=NCc1nnc(C)n1c2s3)c4ccccc4Cl ;etizolam;1;;;2,58;1,87;0,00;1,33;2,41;342,85;70,79;4,53;4,53;0;4;999;2;0;0,000;0,000;0,000;1,000;2;0,15;test;;;;;;
177;CCOC(=O)c1cncn1C(C)c1ccccc1;CCOC(=O)c1cncn1C(C)c2ccccc2 ;CCOC(=O)c1cncn1C(C)c2ccccc2 ;etomidate;1;;;1,35;1,73;0,00;1,04;1,92;244,29;44,12;2,73;2,73;0;4;999;5;0;0,004;0,000;0,000;0,996;5;0,10;test;;;;;;
178;CNC1CCc2ncsc2C1;CNC2CCc1ncsc1C2 ;CNC2CCc1ncsc1C2 ;etrabamine;1;;;1,13;1,08;0,28;0,69;1,30;168,26;53,16;0,80;-1,31;1;2;999;9,5;0;0,992;0,000;0,000;0,008;1;0,23;test;;;;;;
179;CCC(N)Cc1c[nH]c2ccccc12;CCC(N)Cc1c[nH]c2ccccc12 ;CCC(N)Cc1c[nH]c2ccccc12 ;etryptamine;1;;;1,56;1,35;0,28;0,96;1,61;188,27;41,81;2,23;0,16;3;2;999;9,5;0;0,992;0,000;0,000;0,008;3;0,14;test;;;;;;
180;ClCCC(=O)NCCc1ccccc1;ClCCC(=O)NCCc1ccccc1 ;ClCCC(=O)NCCc1ccccc1 ;fenaclon;1;;;1,01;1,31;0,37;0,82;1,66;211,69;29,10;2,15;2,15;1;2;999;-999;0;0,000;0,000;0,000;1,000;5;0,23;test;;;;;;
181;Oc1ccccc1c1ocnn1;Oc1ccccc1c2nnco2 ;Oc1ccccc1c2nnco2 ;fenadiazole;1;;;1,29;1,40;0,35;0,98;1,12;162,15;59,15;1,71;1,71;1;4;9,8;-999;0;0,000;0,004;0,000;0,996;1;0,21;test;;;;;;
182;321;CCC(=O)N(C1CCN(CC1)CCc2ccccc2)c3ccccc3 ;CCC(=O)N(C1CCN(CC1)CCc2ccccc2)c3ccccc3 ;fentanyl;1;;;1,97;2,11;0,00;1,44;2,84;336,47;23,55;4,12;3,34;0;3;999;8,1;0;0,834;0,000;0,000;0,166;6;0,08;test;;;;;;
183;CN(C)CCCn1cc(c(n1)c1ccccc1)c1ccccc1;CN(C)CCCn2cc(c1ccccc1)c(n2)c3ccccc3 ;CN(C)CCCn2cc(c1ccccc1)c(n2)c3ccccc3 ;fezolamine;1;;;2,14;2,04;0,00;1,21;2,56;305,42;21,06;3,65;1,65;0;3;999;9,4;0;0,990;0,000;0,000;0,010;6;0,10;test;;;;;;
184;Fc1ccccc1C1=NCCN(CC(F)(F)F)c2ccc(cc12)Cl;Fc1ccccc1C2=NCCN(CC(F)(F)F)c3ccc(Cl)cc23 ;Fc1ccccc1C2=NCCN(CC(F)(F)F)c3ccc(Cl)cc23 ;fletazepam;1;;;1,69;1,31;0,01;1,04;2,27;356,74;15,60;4,73;4,71;0;2;999;6,2;0;0,059;0,000;0,000;0,941;3;0,19;test;;;;;;
185;COc1ccccc1N1CCN(CCCC(=O)c2ccc(cc2)F)CC1;COc1ccccc1N3CCN(CCCC(=O)c2ccc(F)cc2)CC3 ;COc1ccccc1N3CCN(CCCC(=O)c2ccc(F)cc2)CC3 ;fluanisone;1;;;1,78;2,15;0,00;1,55;2,78;356,43;32,78;3,57;3,15;0;4;999;7,6;0;0,613;0,000;0,000;0,387;7;0,19;test;;;;;;
186;CN(C)C1CCc2[nH]c3c(cc(cc3c2C1)F)F;CN(C)C3CCc2[nH]c1c(F)cc(F)cc1c2C3 ;CN(C)C3CCc2[nH]c1c(F)cc(F)cc1c2C3 ;flucindol;1;;;1,61;1,31;0,41;1,02;1,82;250,29;19,03;3,08;0,92;1;2;999;9,6;0;0,994;0,000;0,000;0,006;1;0,22;test;;;;;;
187;OC(COC1(CCCCC1)C#C)CN1CCN(CC1)c1ccc(cc1)F;OC(COC1(CCCCC1)C#C)CN2CCN(CC2)c3ccc(F)cc3 ;OC(COC1(CCCCC1)C#C)CN2CCN(CC2)c3ccc(F)cc3 ;fluciprazine;1;;;1,71;1,84;0,34;1,78;2,86;360,46;35,94;3,31;3,10;1;4;999;7,2;0;0,387;0,000;0,000;0,613;7;0,16;test;;;;;;
188;CN1C(=O)CN=C(c2ccccc2F)c2cc(ccc21)Cl;CN2C(=O)CN=C(c1ccccc1F)c3cc(Cl)ccc23 ;CN2C(=O)CN=C(c1ccccc1F)c3cc(Cl)ccc23 ;fludiazepam;1;;;2,09;1,74;0,00;1,26;2,09;302,73;32,67;2,90;2,90;0;3;999;1,8;0;0,000;0,000;0,000;1,000;1;0,15;test;;;;;;
189;C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO;CC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)CO;CC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)CO;flumethasone (flumetasone and diflorasone);1;;Adenot names flumetasone and diflorasone;2,03;3,19;0,79;2,06;2,93;410,45;94,83;1,50;1,50;3;5;999;-999;0;0,000;0,000;0,000;1,000;2;0,16;test;;;;;;
190;C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C;CC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(=O)C(C)(C)C;CC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(=O)C(C)(C)C;flumethasone21pivalate (flumetasone-pivalate);1;;Adenot names flumetasone-pivalate;1,96;3,16;0,48;2,19;3,65;494,57;100,90;3,46;3,46;2;6;999;-999;0;0,000;0,000;0,000;1,000;5;0,13;test;;;;;;
191;CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=C[C@]5(C)C4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO;CC5(C)OC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2C(O)CC3(C)C4(O5)C(=O)CO ;CC5(C)OC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2C(O)CC3(C)C4(O5)C(=O)CO ;flunisolide;1;;;2,11;3,27;0,49;2,30;3,15;434,50;93,06;1,66;1,66;2;6;999;-999;0;0,000;0,000;0,000;1,000;2;0,08;test;;;;;;
192;CC(=O)OCC(=O)[C@]12OC(C)(C)O[C@@H]2CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@@]21C;CC(=O)OCC(=O)C14OC(C)(C)OC1CC5C3CC(F)C2=CC(=O)C=CC2(C)C3C(O)CC45C ;CC(=O)OCC(=O)C14OC(C)(C)OC1CC5C3CC(F)C2=CC(=O)C=CC2(C)C3C(O)CC45C ;flunisolide-acetate;1;;;2,02;3,38;0,33;2,42;3,44;476,53;99,13;2,40;2,40;1;7;999;-999;0;0,000;0,000;0,000;1,000;4;0,21;test;;;;;;
193;323;CN2C(=O)CN=C(c1ccccc1F)c3cc(ccc23)N(=O)=O ;CN2C(=O)CN=C(c1ccccc1F)c3cc(ccc23)N(=O)=O ;flunitrazepam;1;;;1,95;2,48;0,03;1,61;2,14;313,28;78,49;2,21;2,21;0;6;999;1,8;0;0,000;0,000;0,000;1,000;2;0,11;test;;;;;;
194;C[C@@]12C[C@H](O)[C@@]3(F)C(C[C@H](F)C4=CC(=O)C=C[C@@]43C)C2C[C@@H](O)[C@]1(O)C(=O)CO;CC12CC(O)C3(F)C(CC(F)C4=CC(=O)C=CC43C)C2CC(O)C1(O)C(=O)CO;CC12CC(O)C3(F)C(CC(F)C4=CC(=O)C=CC43C)C2CC(O)C1(O)C(=O)CO;fluocinolone;1;;;2,19;3,47;0,82;2,44;2,85;412,42;115,06;0,20;0,20;4;6;999;-999;0;0,000;0,000;0,000;1,000;2;0,08;test;;;;;;
195;CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO;CC5(C)OC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO ;CC5(C)OC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO ;fluocinolone-acetonide;1;;;2,10;3,52;0,47;2,37;3,16;452,49;93,06;1,55;1,55;2;6;999;-999;0;0,000;0,000;0,000;1,000;2;0,06;test;;;;;;
196;CCCCOC(=O)C(=O)[C@H]1[C@H](C)CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@@]21C;CCCCOC(=O)C(=O)C3C(C)CC4C2CC(F)C1=CC(=O)C=CC1(C)C2C(O)CC34C ;CCCCOC(=O)C(=O)C3C(C)CC4C2CC(F)C1=CC(=O)C=CC1(C)C2C(O)CC34C ;fluocortin-butyl;1;;;1,80;3,24;0,63;1,69;3,43;446,55;80,67;3,55;3,55;1;5;999;-999;0;0,000;0,000;0,000;1,000;6;0,00;test;;;;;;
197;C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO;CC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2C(O)CC3(C)C4C(=O)CO ;CC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2C(O)CC3(C)C4C(=O)CO ;fluocortolone;1;;;1,89;2,81;0,79;1,66;2,85;376,46;74,60;2,23;2,23;2;4;999;-999;0;0,000;0,000;0,000;1,000;2;0,22;test;;;;;;
198;C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]2(C)C=CC(=O)C=C12;CC3CC2C1CCC(O)(C(C)=O)C1(C)CC(O)C2(F)C4(C)C=CC(=O)C=C34 ;CC3CC2C1CCC(O)(C(C)=O)C1(C)CC(O)C2(F)C4(C)C=CC(=O)C=C34 ;fluorometholone;1;;;1,93;2,92;0,45;1,80;2,85;376,46;74,60;2,49;2,49;2;4;999;-999;0;0,000;0,000;0,000;1,000;1;0,17;test;;;;;;
199;CN1CCN(CC1)C1=Nc2cc(ccc2Cc2ccccc12)F;CN1CCN(CC1)C3=Nc2cc(F)ccc2Cc4ccccc34 ;CN1CCN(CC1)C3=Nc2cc(F)ccc2Cc4ccccc34 ;fluperlapine;1;;;2,17;1,63;0,00;1,56;2,37;309,38;18,84;3,95;3,60;0;3;999;7,5;0;0,557;0,000;0,000;0,443;1;0,20;test;;;;;;
200;CC(O)C(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C;CC(OC(C)=O)C(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C ;CC(OC(C)=O)C(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C ;fluperolone (fluperolone-acetate);1;;Adenot gave fluperolone-acetate with Cis or trans-SMILES;1,96;3,22;0,48;2,17;3,21;434,50;100,90;2,41;2,41;2;6;999;-999;0;0,000;0,000;0,000;1,000;4;0,15;test;;;;;;
201;326;OCCN4CCN(CCCN2c1ccccc1Sc3ccc(cc23)C(F)(F)F)CC4 ;OCCN4CCN(CCCN2c1ccccc1Sc3ccc(cc23)C(F)(F)F)CC4 ;fluphenazine;1;;;2,39;2,29;0,33;1,81;3,09;437,52;55,25;4,63;4,09;1;4;999;7,8;0;0,715;0,000;0,000;0,285;7;0,11;test;;;;;;
202;C[C@@]12C[C@H](O)[C@@]3(F)C(CCC4=CC(=O)C=C[C@@]43C)C2CC(=C)[C@]1(O)C(=O)CO;CC34CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC(=C)C4(O)C(=O)CO ;CC34CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC(=C)C4(O)C(=O)CO ;fluprednidene;1;;;2,20;3,06;0,71;1,94;2,87;390,44;94,83;1,65;1,65;3;5;999;-999;0;0,000;0,000;0,000;1,000;2;0,22;test;;;;;;
203;C[C@@]12C=CC(=O)C=C2[C@@H](F)C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]21;CC13C=CC(=O)C=C1C(F)CC4C2CCC(O)(C(=O)CO)C2(C)CC(O)C34 ;CC13C=CC(=O)C=C1C(F)CC4C2CCC(O)(C(=O)CO)C2(C)CC(O)C34 ;fluprednisolone;1;;;2,01;2,95;0,80;1,98;2,77;378,43;94,83;1,22;1,22;3;5;999;-999;0;0,000;0,000;0,000;1,000;2;0,08;test;;;;;;
204;CCCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C)C(=O)CO;CCCCC(=O)OC3(CCC4C2CC(F)C1=CC(=O)C=CC1(C)C2C(O)CC34C)C(=O)CO ;CCCCC(=O)OC3(CCC4C2CC(F)C1=CC(=O)C=CC1(C)C2C(O)CC34C)C(=O)CO ;fluprednisolone-valerate;1;;;1,91;3,00;0,45;2,02;3,49;462,55;100,90;2,81;2,81;2;6;999;-999;0;0,000;0,000;0,000;1,000;7;0,17;test;;;;;;
205;CNCCSC1=Cc2ccccc2Oc2ccc(cc12)F;CNCCSC2=Cc1ccccc1Oc3ccc(F)cc23 ;CNCCSC2=Cc1ccccc1Oc3ccc(F)cc23 ;fluradoline;1;;;2,14;1,66;0,23;0,89;2,22;301,38;46,56;5,09;3,03;1;2;999;9,5;0;0,992;0,000;0,000;0,008;4;0,18;test;;;;;;
206;CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)CC[C@]5(C)C4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO;CC5(C)OC4CC3C2CC(F)C1=CC(=O)CCC1(C)C2C(O)CC3(C)C4(O5)C(=O)CO;CC5(C)OC4CC3C2CC(F)C1=CC(=O)CCC1(C)C2C(O)CC3(C)C4(O5)C(=O)CO;flurandrenolide (fludroxycortide);1;;Adenot names fludroxycortide;1,99;3,51;0,50;2,38;3,19;436,51;93,06;1,70;1,70;2;6;999;-999;0;0,000;0,000;0,000;1,000;2;0,22;test;;;;;;
207;328;FC(F)(F)COC=C ;FC(F)(F)COC=C ;fluroxene;1;;;-0,11;0,22;0,02;0,12;0,74;126,08;9,23;1,45;1,45;0;1;999;-999;0;0,000;0,000;0,000;1,000;3;0,15;test;;;;;;
208;Fc1ccc(cc1)N1CNC(=O)C21CCN(CCCC(=O)c1ccc(cc1)F)CC2;Fc1ccc(cc1)N2CNC(=O)C24CCN(CCCC(=O)c3ccc(F)cc3)CC4 ;Fc1ccc(cc1)N2CNC(=O)C24CCN(CCCC(=O)c3ccc(F)cc3)CC4 ;fluspiperone;1;;;2,27;2,76;0,25;1,75;3,02;413,46;52,65;3,20;0,61;1;5;999;10;0;0,997;0,000;0,000;0,003;6;0,15;test;;;;;;
209;Fc1ccccc1C1=NCC(=O)N(CC2CC2)c2ccc(cc21)Cl;Fc1ccccc1C3=NCC(=O)N(CC2CC2)c4ccc(Cl)cc34 ;Fc1ccccc1C3=NCC(=O)N(CC2CC2)c4ccc(Cl)cc34 ;flutoprazepam;1;;;2,32;1,80;0,00;1,25;2,41;342,79;32,67;4,05;4,05;0;3;999;1,8;0;0,000;0,000;0,000;1,000;3;0,09;test;;;;;;
210;CC(Cc1ccccc1)N(C)Cc1occc1;CC(Cc1ccccc1)N(C)Cc2ccco2 ;CC(Cc1ccccc1)N(C)Cc2ccco2 ;furfenorex;1;;;1,29;1,21;0,00;0,83;1,95;229,32;16,38;3,38;2,25;0;2;999;8,5;0;0,926;0,000;0,000;0,074;5;0,13;test;;;;;;
211;COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@]13CCN(C)C2;COc2ccc3CN(C)CCC14C=CC(O)CC1Oc2c34 ;COc2ccc3CN(C)CCC14C=CC(O)CC1Oc2c34 ;galantamine;1;;;1,83;1,94;0,26;1,63;2,17;287,35;41,93;1,30;0,08;1;4;999;8,6;0;0,941;0,000;0,000;0,059;1;0,15;test;;;;;;
212;CN(C)CCC(C1CCCCC1)c1ccccc1;CN(C)CCC(C1CCCCC1)c2ccccc2 ;CN(C)CCC(C1CCCCC1)c2ccccc2 ;gamfexine;1;;;1,14;0,89;0,00;0,83;2,26;245,40;3,24;4,60;2,12;0;1;999;10;0;0,997;0,000;0,000;0,003;5;0,15;test;;;;;;
213;98;Nc2nc1n(COC(CO)CO)cnc1c(=O)[nH]2 ;Nc2nc1n(COC(CO)CO)cnc1c(=O)[nH]2 ;ganciclovir;1;;;1,98;2,14;1,20;2,51;1,72;255,23;134,99;-2,09;-2,09;5;9;9,4;2,2;0;0,000;0,010;0,000;0,990;5;0,21;test;;;;;;
214;332;CCC1(CCC(=O)NC1=O)c2ccccc2 ;CCC1(CCC(=O)NC1=O)c2ccccc2 ;glutethimide;1;;;1,37;1,43;0,36;0,88;1,73;217,26;46,17;1,96;1,96;1;3;9,2;-999;0;0,000;0,016;0,000;0,984;2;0,13;test;;;;;;
215;N\C(=N)\NCCCOc1ccccc1;NC(=N)NCCCOc1ccccc1 ;NC(=N)NCCCOc1ccccc1 ;guanoxyfen;1;;;1,34;1,27;0,47;1,22;1,60;193,25;71,13;1,37;-1,73;4;4;999;13,7;0;1,000;0,000;0,000;0,000;6;0,20;test;;;;;;
216;FC(F)(F)CN1C(=O)CN=C(c2ccccc2)c2cc(ccc21)Cl;FC(F)(F)CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23 ;FC(F)(F)CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23 ;halazepam;1;;;1,91;1,66;0,00;1,25;2,27;352,74;32,67;3,35;3,35;0;3;999;3,2;0;0,000;0,000;0,000;1,000;3;0,10;test;;;;;;
217;C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C(=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO)Cl;CC4CC3C2CC(F)C1=CC(=O)C(=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)CO)Cl ;CC4CC3C2CC(F)C1=CC(=O)C(=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)CO)Cl ;halometasone;1;;;2,21;3,33;0,85;2,08;3,05;444,90;94,83;2,58;2,58;3;5;999;-999;0;0,000;0,000;0,000;1,000;2;0,18;test;;;;;;
218;335;OC2(CCN(CCCC(=O)c1ccc(F)cc1)CC2)c3ccc(Cl)cc3 ;OC2(CCN(CCCC(=O)c1ccc(F)cc1)CC2)c3ccc(Cl)cc3 ;haloperidol;1;;;1,98;1,99;0,37;1,77;2,80;375,86;40,54;3,31;2,18;1;3;999;8,5;0;0,926;0,000;0,000;0,074;6;0,19;test;;;;;;
219;CCC1(C(=O)NC(=O)NC1=O)C1=CCCCCC1;CCC1(C(=O)NC(=O)NC1=O)C2=CCCCCC2 ;CCC1(C(=O)NC(=O)NC1=O)C2=CCCCCC2 ;heptabarb;1;;;1,47;1,56;0,48;1,18;1,93;250,29;75,27;2,35;2,23;2;5;7,9;-999;0;0,000;0,240;0,000;0,760;2;0,14;test;;;;;;
220;CN1CCC(CC1)OC1c2ccccc2CCc2ccccc12;CN1CCC(CC1)OC3c2ccccc2CCc4ccccc34 ;CN1CCC(CC1)OC3c2ccccc2CCc4ccccc34 ;hepzidine;1;;;1,97;1,66;0,00;0,91;2,53;307,43;12,47;4,91;3,50;0;2;999;8,8;0;0,962;0,000;0,000;0,038;2;0,09;test;;;;;;
221;CN1C(=O)NC(=O)C(C)(C1=O)C1=CCCCC1;CN2C(=O)NC(=O)C(C)(C1=CCCCC1)C2=O ;CN2C(=O)NC(=O)C(C)(C1=CCCCC1)C2=O ;hexobarbital;1;;;1,41;1,70;0,18;1,45;1,79;236,27;66,48;1,98;1,90;1;5;8,1;-999;0;0,000;0,166;0,000;0,834;1;0,22;test;;;;;;
222;CN1CCCN(CC1)C(c1ccccc1)c1ccc(cc1)Cl;CN1CCCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3 ;CN1CCCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3 ;homochlorcyclizine;1;;;1,95;1,84;0,00;1,22;2,52;314,85;6,48;3,58;0,39;0;2;999;10,6;0;0,999;0,000;0,000;0,001;3;0,10;test;;;;;;
223;343;OCCN4CCCN(CCCN2c1ccccc1Sc3ccc(cc23)C(F)(F)F)CC4 ;OCCN4CCCN(CCCN2c1ccccc1Sc3ccc(cc23)C(F)(F)F)CC4 ;homofenazine (homophenazine);1;;;2,42;2,33;0,32;1,84;3,23;451,55;55,25;4,96;3,35;1;4;999;9;0;0,975;0,000;0,000;0,025;7;0,23;test;;;;;;
224;344;COc1ccc2CC5C3CCC(=O)C4Oc1c2C34CCN5C ;COc1ccc2CC5C3CCC(=O)C4Oc1c2C34CCN5C ;hydrocodone;1;;;1,78;2,32;0,00;1,76;2,21;299,36;38,77;0,59;-0,54;0;4;999;8,5;0;0,926;0,000;0,000;0,074;1;0,16;test;;;;;;
225;CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C;CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(O)CC34C ;CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(O)CC34C ;hydrocortisone-acetate;1;;;1,85;3,30;0,48;2,20;3,10;404,50;100,90;2,34;2,34;2;6;999;-999;0;0,000;0,000;0,000;1,000;4;0,13;test;;;;;;
226;CCCC(=O)OCC(=O)[C@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C)OC(=O)CC;CCCC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1(C)C2C(O)CC34C)C(=O)COC(=O)CC ;CCCC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1(C)C2C(O)CC34C)C(=O)COC(=O)CC ;hydrocortisone-buteprate;1;;;1,75;3,47;0,28;2,23;3,82;488,61;106,97;3,92;3,92;1;7;999;-999;0;0,000;0,000;0,000;1,000;9;0,22;test;;;;;;
